name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address,Timestamp,id
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:41:00.000Z,,,,,1276860600598.54,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63698.60618013476,20835463342.753765,20821720825.401714,13742517.35205381,-27.9087,0.08900843,1.96689337,-0.12088327,-17.92504033,-16.50785181,-7.69697654,1276860600598.5396,58.3328,1337670729782.83,,2026-06-20T07:41:00.000Z,,,,,,2026-06-20 13:12:39.313941,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T08:06:00.000Z,,,,,1273710413438.55,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63541.45313523417,20413056112.993095,20397169463.247036,15886649.74605693,-30.5506,-0.07382877,1.59071568,-0.31830979,-18.47777842,-16.56946249,-7.78757833,1273710413438.5537,58.2737,1334370515839.92,,2026-06-20T08:06:00.000Z,,,,,,2026-06-20 13:38:12.961745,1.0
Bitcoin,BTC,bitcoin,False,20045359.0,20045359.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T08:15:00.000Z,,,,,1272603697878.74,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63486.20136355445,20399404982.97303,20386028629.668213,13376353.30481604,-30.1197,-0.17962109,1.40610177,-0.43110512,-18.66415158,-16.65416965,-7.94443368,1272603697878.7385,58.2846,1333210228634.64,,2026-06-20T08:15:00.000Z,,,,,,2026-06-20 13:46:46.720293,1.0
Bitcoin,BTC,bitcoin,False,20045359.0,20045359.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T08:38:00.000Z,,,,,1270575105497.2,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63385.00126124969,20393209345.90442,20377220236.022026,15989109.88239391,-30.0732,-0.49709202,1.18271803,-0.69960542,-18.56404977,-16.95836401,-7.71450691,1270575105497.203,58.235,1331085026486.24,,2026-06-20T08:38:00.000Z,,,,,,2026-06-20 14:09:12.405172,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:22:00.000Z,,,,,1276288280259.43,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63670.05489750254,20859786202.92071,20843183343.97689,16602858.94382239,-28.025,0.04092187,1.56086756,-0.03875465,-17.81598644,-16.34265827,-7.94997406,1276288280259.4329,58.3794,1337071152847.55,,2026-06-20T07:22:00.000Z,,,,,,2026-06-20 12:53:20.112200,1.0
Bitcoin,BTC,bitcoin,False,20045393.0,20045393.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T09:12:00.000Z,,,,,1271800837629.19,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63446.04157320276,20687017031.870483,20671169945.53758,15847086.33290632,-28.6768,-0.05359846,1.74504065,-0.51175792,-18.52987254,-17.06838127,-7.82922416,1271800837629.1875,58.224,1332366873037.26,,2026-06-20T09:12:00.000Z,,,,,,2026-06-20 14:43:29.052085,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:56:00.000Z,,,,,1275641386602.08,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63637.783383837814,20465049888.942078,20449191642.45653,15858246.48554861,-30.277,-0.05558338,1.73196502,-0.20201479,-18.20909333,-16.40557453,-7.77092709,1275641386602.0798,58.2643,1336393451060.59,,2026-06-20T07:56:00.000Z,,,,,,2026-06-20 13:27:33.745453,1.0
Bitcoin,BTC,bitcoin,False,20045359.0,20045359.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T08:46:00.000Z,,,,,1270760253226.65,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63394.23769994097,20473249025.342735,20457236958.68801,16012066.65472227,-29.655,-0.47115109,1.28621415,-0.69646143,-18.55488624,-17.11193428,-7.80103401,1270760253226.6511,58.2,1331278991698.76,,2026-06-20T08:46:00.000Z,,,,,,2026-06-20 14:17:45.971360,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:49:00.000Z,,,,,1276550624207.08,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63683.142421541765,20651987000.18927,20635680301.70908,16306698.4801877,-27.6898,-0.00027449,1.95495518,-0.15307043,-18.05319192,-16.46409265,-7.75893918,1276550624207.0825,58.2822,1337345990852.38,,2026-06-20T07:49:00.000Z,,,,,,2026-06-20 13:21:09.683924,1.0
Bitcoin,BTC,bitcoin,False,20045359.0,20045359.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T08:54:00.000Z,,,,,1269636749035.74,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63338.18960467294,20557750877.828846,20541889766.703754,15861111.12509013,-29.4473,-0.49131478,1.22573753,-0.68637602,-18.61609306,-17.29037698,-7.84636962,1269636749035.737,58.1623,1330101981698.13,,2026-06-20T08:54:00.000Z,,,,,,2026-06-20 14:25:17.176460,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:30:00.000Z,,,,,1277233761267.38,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63717.22200591502,20926840440.109463,20911169523.338337,15670916.7711168,-27.6458,0.13233721,1.63790861,-0.04057375,-17.84405046,-16.38790975,-7.86842473,1277233761267.3806,58.3378,1338061662124.22,,2026-06-20T07:30:00.000Z,,,,,,2026-06-20 13:01:56.265245,1.0
Bitcoin,BTC,bitcoin,False,20045359.0,20045359.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T09:08:00.000Z,,,,,1271468701883.84,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63429.57997828015,20673745765.272655,20657934091.067375,15811674.20527904,-28.7382,-0.13986555,1.52972699,-0.54220067,-18.55415453,-17.00759934,-7.86312696,1271468701883.838,58.2505,1332021179543.88,,2026-06-20T09:08:00.000Z,,,,,,2026-06-20 14:39:11.907360,1.0
Bitcoin,BTC,bitcoin,False,20045393.0,20045393.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T09:18:00.000Z,,,,,1272003917427.52,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63456.172569304166,20634953549.04641,20619032433.546577,15921115.49983323,-28.7105,-0.09073133,1.71584141,-0.51383321,-18.49783587,-17.09126364,-7.591102,1272003917427.5217,58.2601,1332579623955.39,,2026-06-20T09:18:00.000Z,,,,,,2026-06-20 14:48:51.116342,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T08:10:00.000Z,,,,,1272867515838.43,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63499.40359415238,20451163112.492035,20437799012.42869,13364100.06334242,-29.8184,-0.12927855,1.53459042,-0.5021942,-18.59047465,-16.65496942,-7.8230038,1272867515838.428,58.2311,1333487475477.2,,2026-06-20T08:10:00.000Z,,,,,,2026-06-20 13:42:30.176970,1.0
Bitcoin,BTC,bitcoin,False,20045393.0,20045393.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T09:28:00.000Z,,,,,1272677878955.21,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63489.794336045896,20560760801.680405,20547173061.522892,13587740.15751168,-29.4518,0.07202133,1.89808021,-0.44098942,-18.45659975,-16.81660238,-7.53230417,1272677878955.214,58.2756,1333285681056.96,,2026-06-20T09:28:00.000Z,,,,,,2026-06-20 14:59:32.470419,1.0
Bitcoin,BTC,bitcoin,False,20045359.0,20045359.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T09:09:00.000Z,,,,,1271421137027.93,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63427.20711701554,20673410866.40484,20657584315.141384,15826551.26345539,-28.7399,-0.1305617,1.5303761,-0.52462286,-18.53714138,-17.02768156,-7.87534176,1271421137027.9314,58.2484,1331971349457.33,,2026-06-20T09:09:00.000Z,,,,,,2026-06-20 14:40:15.246454,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:47:00.000Z,,,,,1276656937685.61,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63688.44607050508,20692896808.743206,20676596563.927387,16300244.81581603,-27.3227,0.01225161,1.96878904,-0.16384386,-18.00438402,-16.38473866,-7.70677265,1276656937685.6147,58.287,1337457367480.61,,2026-06-20T07:47:00.000Z,,,,,,2026-06-20 13:17:59.541164,1.0
Bitcoin,BTC,bitcoin,False,20045346.0,20045346.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T07:19:00.000Z,,,,,1275832712116.28,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63647.328018996646,20914533178.78685,20898803878.587646,15729300.19920092,-26.3943,0.08064435,1.53696917,-0.04021353,-17.84789568,-16.31970903,-7.95890377,1275832712116.2822,58.3749,1336593888398.93,,2026-06-20T07:19:00.000Z,,,,,,2026-06-20 12:50:08.580689,1.0
Bitcoin,BTC,bitcoin,False,20045315.0,20045315.0,21000000.0,2010-07-13T00:00:00.000Z,12661,1,2026-06-20T06:57:00.000Z,,,,,1276162325877.75,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",63663.86988070508,21023503801.578312,21006592146.929325,16911654.64898425,-27.5478,0.07809303,1.35452396,-0.0274735,-17.86753598,-16.2363932,-7.9367887,1276162325877.7458,58.2588,1336941267494.81,,2026-06-20T06:57:00.000Z,,,,,,2026-06-20 12:29:49.905111,1.0
